Attendance (%),Assignment Completion (%),Test Score (25%),Practical Score (25%),Exam Score (50%),Performance,Age,Gender,Marital Status,Children (if Married),Mother Education,Father Education,Relationship with Student,Extracurricular Activities,Online Time (Daily),Family Relationship,Free Time Activities,Alcoholic Consumption,Religious Programs (Weekly),Computer/Laptop Access (for Practicals)
86,94,11,12,33,C,23,Male,Married,3,Bachelor's Degree,College,Aunty,No,4,Good,Sports,Moderate,6,Yes
88,77,9,24,25,C,21,Female,Single,0,College,Bachelor's Degree,Uncle,Yes,4,Average,Socializing,Moderate,4,Yes
80,92,11,8,35,C,22,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Sister,Yes,8,Poor,Watching TV,High,2,No
81,92,16,15,36,B,21,Female,Married,2,Doctorate,Doctorate,Father,No,3,Poor,Sports,High,0,No
83,87,11,14,28,C,20,Male,Single,0,Doctorate,Doctorate,Sister,No,6,Average,Sports,Moderate,2,Yes
92,76,19,14,28,B,22,Female,Married,2,Doctorate,Master's Degree,Sister,No,9,Good,Watching TV,Moderate,5,No
98,96,19,10,32,B,20,Male,Single,0,High School,College,Father,No,5,Average,Watching TV,Moderate,5,Yes
76,95,15,13,29,C,18,Male,Married,1,High School,High School,Sister,Yes,4,Average,Sports,Moderate,4,Yes
75,84,14,12,49,A,22,Male,Engaged,0,Bachelor's Degree,Doctorate,Uncle,No,0,Average,Socializing,Moderate,0,No
83,98,24,14,21,C,18,Male,Married,3,Doctorate,High School,Father,Yes,2,Average,Reading,High,0,Yes
84,78,8,17,48,A,22,Male,Single,0,College,High School,Mother,No,4,Good,Watching TV,Low,6,No
87,97,23,25,34,A,24,Male,Married,0,High School,Doctorate,Aunty,Yes,5,Good,Reading,Moderate,5,Yes
80,83,18,8,32,C,19,Male,Engaged,0,Doctorate,High School,Brother,Yes,1,Average,Sports,High,4,Yes
97,82,20,25,37,A,19,Male,Married,4,Doctorate,Doctorate,Mother,No,7,Good,Sports,Low,1,No
89,98,18,10,39,B,20,Female,Engaged,0,Doctorate,College,Father,No,5,Poor,Reading,Moderate,0,No
75,79,18,13,22,C,22,Female,Married,4,Master's Degree,Bachelor's Degree,Sister,No,8,Poor,Socializing,Low,5,No
69,62,22,14,12,D,22,Female,Single,0,Doctorate,College,Aunty,Yes,0,Average,Reading,High,2,No
85,98,24,16,32,A,22,Female,Engaged,0,Master's Degree,Bachelor's Degree,Aunty,No,2,Average,Reading,Low,2,Yes
71,67,21,10,8,E,24,Male,Married,3,Doctorate,High School,Father,Yes,3,Average,Watching TV,Low,2,No
75,70,23,9,10,D,21,Male,Single,0,College,College,Sister,Yes,2,Average,Watching TV,Moderate,1,No
82,78,16,12,28,C,24,Male,Married,5,Doctorate,Master's Degree,Brother,Yes,9,Good,Watching TV,Low,3,Yes
78,88,17,23,11,C,25,Male,Single,0,College,Master's Degree,Father,Yes,8,Good,Watching TV,Moderate,2,No
74,65,14,9,12,E,23,Male,Single,0,College,Master's Degree,Sister,Yes,5,Poor,Sports,Moderate,7,Yes
83,80,21,14,45,A,22,Male,Single,0,College,College,Uncle,Yes,9,Poor,Watching TV,High,4,Yes
83,83,17,16,19,C,25,Female,Married,1,Master's Degree,College,Aunty,No,8,Good,Reading,Low,7,No
80,95,25,24,43,A,20,Female,Married,4,Doctorate,Doctorate,Father,No,7,Average,Watching TV,High,4,Yes
79,86,11,12,50,A,25,Male,Engaged,0,High School,Master's Degree,Sister,Yes,6,Poor,Watching TV,Low,7,Yes
75,78,25,16,48,A,18,Male,Engaged,0,College,Master's Degree,Uncle,Yes,8,Good,Watching TV,Low,0,No
74,64,25,12,8,D,25,Male,Married,0,College,College,Mother,No,2,Good,Watching TV,Low,7,No
60,66,17,10,17,D,24,Male,Engaged,0,Doctorate,Bachelor's Degree,Uncle,No,1,Good,Watching TV,Moderate,0,Yes
67,61,15,25,9,D,20,Male,Engaged,0,Doctorate,Bachelor's Degree,Aunty,No,9,Average,Watching TV,Moderate,3,No
92,82,20,18,37,A,19,Male,Married,1,High School,Doctorate,Brother,No,7,Good,Watching TV,Low,5,Yes
95,98,18,20,17,C,22,Female,Single,0,Bachelor's Degree,High School,Mother,No,5,Average,Reading,High,0,No
92,77,17,24,10,C,20,Female,Single,0,Master's Degree,College,Uncle,Yes,8,Good,Watching TV,Moderate,4,No
97,85,8,20,22,C,22,Female,Married,1,Doctorate,Master's Degree,Uncle,No,5,Good,Sports,High,7,Yes
71,72,11,10,20,D,20,Male,Engaged,0,High School,Bachelor's Degree,Uncle,No,6,Good,Sports,High,3,Yes
90,93,17,21,25,B,25,Male,Single,0,Master's Degree,Doctorate,Sister,No,9,Good,Watching TV,Moderate,0,Yes
86,78,14,11,49,A,20,Female,Engaged,0,Bachelor's Degree,College,Uncle,No,6,Poor,Socializing,Moderate,5,Yes
96,87,12,19,31,B,21,Male,Engaged,0,High School,Doctorate,Mother,Yes,6,Good,Socializing,Moderate,4,No
87,93,13,13,49,A,22,Female,Married,3,College,Master's Degree,Aunty,No,4,Good,Reading,High,3,Yes
63,74,19,10,17,D,18,Female,Married,2,Master's Degree,High School,Brother,No,2,Average,Socializing,Low,6,Yes
69,68,11,15,16,D,25,Female,Single,0,Bachelor's Degree,College,Aunty,Yes,0,Average,Socializing,Low,2,Yes
87,82,23,17,31,A,19,Female,Single,0,College,Doctorate,Father,Yes,0,Good,Reading,High,6,No
98,87,18,22,25,B,21,Male,Single,0,High School,Bachelor's Degree,Mother,Yes,8,Average,Socializing,Low,3,Yes
91,81,19,17,26,B,25,Female,Single,0,Doctorate,High School,Father,No,7,Average,Reading,High,6,Yes
88,75,19,15,28,B,18,Female,Engaged,0,High School,Doctorate,Brother,No,1,Good,Sports,Moderate,3,Yes
71,66,20,16,10,D,18,Male,Engaged,0,High School,College,Brother,No,3,Average,Sports,Low,7,No
81,85,13,25,40,A,23,Female,Married,0,High School,Master's Degree,Mother,Yes,8,Good,Socializing,Moderate,0,Yes
99,93,18,20,42,A,24,Male,Married,3,High School,Master's Degree,Father,Yes,8,Poor,Sports,Low,0,No
82,90,22,18,21,B,22,Male,Married,4,High School,High School,Brother,No,9,Average,Sports,Moderate,3,No
65,61,11,24,9,D,19,Female,Married,3,Bachelor's Degree,Doctorate,Mother,No,9,Good,Watching TV,Moderate,0,Yes
71,67,8,21,9,E,19,Female,Single,0,College,Bachelor's Degree,Mother,Yes,5,Average,Reading,Moderate,1,No
90,82,24,14,29,B,20,Female,Engaged,0,College,Doctorate,Sister,No,7,Poor,Sports,High,0,Yes
72,64,18,15,11,D,21,Female,Single,0,Doctorate,College,Father,No,1,Good,Reading,High,4,No
93,87,18,12,30,B,23,Female,Single,0,Bachelor's Degree,Master's Degree,Father,Yes,6,Average,Sports,Moderate,0,No
94,77,19,15,46,A,23,Female,Married,1,High School,Master's Degree,Brother,Yes,0,Poor,Reading,High,3,No
78,91,9,24,34,B,22,Male,Engaged,0,Doctorate,Bachelor's Degree,Mother,No,7,Good,Watching TV,Moderate,6,No
94,91,8,14,43,B,24,Female,Single,0,College,College,Uncle,No,0,Good,Socializing,High,7,No
77,81,11,12,43,B,19,Female,Engaged,0,Bachelor's Degree,High School,Sister,Yes,5,Poor,Sports,High,4,No
62,63,23,16,10,D,19,Female,Engaged,0,Bachelor's Degree,High School,Uncle,Yes,9,Good,Watching TV,Moderate,7,Yes
73,73,10,9,11,E,18,Female,Engaged,0,Master's Degree,Doctorate,Father,No,0,Average,Socializing,Low,6,No
95,93,22,13,39,A,24,Female,Married,5,Bachelor's Degree,Doctorate,Aunty,No,7,Good,Socializing,Low,4,No
83,98,22,12,16,C,24,Female,Single,0,Bachelor's Degree,Bachelor's Degree,Aunty,No,9,Poor,Reading,Moderate,4,No
81,78,16,24,49,A,18,Male,Married,0,High School,Master's Degree,Uncle,No,2,Good,Socializing,High,4,No
97,82,21,16,17,C,20,Male,Engaged,0,Bachelor's Degree,Master's Degree,Sister,No,8,Average,Reading,High,7,Yes
77,85,9,22,43,A,25,Female,Engaged,0,Bachelor's Degree,Master's Degree,Brother,Yes,6,Poor,Socializing,Low,3,No
88,93,20,19,27,B,24,Male,Married,4,High School,Doctorate,Brother,No,1,Poor,Socializing,Moderate,1,No
94,77,20,14,41,A,21,Female,Single,0,Doctorate,College,Brother,No,2,Average,Socializing,Moderate,5,No
85,86,21,25,25,A,24,Female,Engaged,0,High School,Bachelor's Degree,Aunty,Yes,7,Poor,Socializing,Low,6,Yes
87,86,11,24,37,A,22,Male,Engaged,0,Master's Degree,Doctorate,Uncle,Yes,4,Poor,Reading,High,0,No
76,84,22,14,28,B,20,Male,Married,1,College,Master's Degree,Mother,No,4,Poor,Sports,High,3,Yes
97,83,23,14,21,C,22,Female,Single,0,Master's Degree,Doctorate,Aunty,Yes,7,Average,Sports,Moderate,1,Yes
83,82,14,19,37,A,25,Female,Single,0,Bachelor's Degree,Master's Degree,Aunty,Yes,9,Poor,Sports,Low,5,No
87,83,11,25,31,B,22,Male,Single,0,College,Doctorate,Brother,Yes,8,Good,Watching TV,Low,3,Yes
97,93,14,24,25,B,19,Male,Engaged,0,Bachelor's Degree,College,Uncle,No,7,Average,Socializing,High,2,No
86,87,14,24,47,A,18,Female,Married,5,High School,Doctorate,Brother,No,5,Good,Sports,Moderate,5,No
95,83,14,10,48,A,18,Female,Single,0,Doctorate,Doctorate,Father,No,5,Average,Watching TV,Low,0,No
80,82,18,13,40,A,18,Female,Engaged,0,College,Doctorate,Mother,Yes,6,Poor,Reading,High,3,No
76,77,22,19,24,B,22,Male,Engaged,0,Master's Degree,Master's Degree,Brother,Yes,6,Good,Watching TV,Moderate,7,Yes
77,93,17,15,24,C,25,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Father,Yes,5,Poor,Sports,High,6,No
62,66,16,9,11,E,21,Female,Married,4,Doctorate,Doctorate,Brother,No,7,Good,Watching TV,Moderate,5,Yes
68,69,9,8,17,E,25,Female,Engaged,0,Bachelor's Degree,Doctorate,Sister,Yes,7,Average,Reading,Moderate,4,No
74,74,14,15,9,E,23,Male,Engaged,0,Master's Degree,Master's Degree,Aunty,No,9,Average,Socializing,High,5,Yes
95,96,24,23,44,A,19,Male,Engaged,0,High School,Doctorate,Uncle,No,3,Poor,Socializing,High,4,Yes
92,82,23,9,23,C,24,Male,Engaged,0,Bachelor's Degree,High School,Uncle,Yes,9,Average,Sports,High,5,Yes
80,82,12,13,27,C,25,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Sister,No,6,Good,Sports,Moderate,4,Yes
76,90,12,20,36,B,22,Female,Engaged,0,Master's Degree,Doctorate,Mother,No,6,Average,Reading,Low,2,No
72,66,12,11,17,D,19,Male,Married,4,Master's Degree,Master's Degree,Father,Yes,8,Average,Watching TV,Moderate,1,No
75,81,9,20,32,B,22,Male,Engaged,0,College,College,Brother,No,3,Average,Reading,Moderate,4,Yes
96,96,23,20,10,C,19,Female,Married,3,High School,Bachelor's Degree,Brother,No,0,Average,Sports,Moderate,1,Yes
98,86,16,17,38,A,22,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Sister,No,3,Average,Watching TV,Moderate,4,Yes
65,66,15,23,8,D,25,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Mother,No,1,Poor,Socializing,Low,2,No
73,62,19,13,13,D,18,Male,Engaged,0,High School,College,Brother,No,9,Average,Reading,Moderate,7,No
84,79,19,14,30,B,18,Female,Engaged,0,High School,Doctorate,Mother,Yes,4,Average,Reading,High,0,No
75,97,9,20,46,A,20,Female,Engaged,0,High School,Doctorate,Mother,Yes,0,Good,Sports,High,7,Yes
65,63,10,16,19,D,23,Male,Engaged,0,Bachelor's Degree,Bachelor's Degree,Mother,No,4,Average,Sports,Low,0,Yes
95,79,14,21,46,A,22,Male,Married,2,High School,High School,Brother,No,6,Good,Socializing,Moderate,2,No
75,68,13,8,22,D,22,Male,Married,5,College,High School,Uncle,Yes,9,Average,Socializing,Moderate,1,No
76,85,16,12,36,B,20,Female,Married,1,High School,College,Uncle,No,0,Average,Socializing,Low,3,Yes
81,88,13,14,38,B,20,Male,Engaged,0,Doctorate,Doctorate,Brother,No,6,Poor,Sports,High,5,No
72,71,10,8,20,E,18,Male,Single,0,Doctorate,Master's Degree,Sister,Yes,5,Average,Socializing,Moderate,6,No
92,87,13,20,25,C,18,Female,Married,3,College,Bachelor's Degree,Mother,Yes,1,Good,Reading,High,1,Yes
75,88,18,23,35,A,23,Female,Engaged,0,High School,Master's Degree,Brother,Yes,8,Good,Socializing,Low,4,No
90,99,24,20,20,B,19,Male,Engaged,0,Master's Degree,Doctorate,Aunty,Yes,4,Good,Sports,High,3,No
61,62,10,22,16,D,18,Male,Married,4,Bachelor's Degree,Doctorate,Brother,No,7,Poor,Socializing,Moderate,6,Yes
61,67,14,15,17,D,19,Male,Married,2,High School,High School,Aunty,Yes,8,Average,Reading,High,1,Yes
75,62,23,15,11,D,20,Male,Single,0,Master's Degree,Doctorate,Brother,Yes,1,Average,Reading,Low,6,No
75,98,17,11,43,A,18,Female,Engaged,0,Master's Degree,Doctorate,Uncle,No,6,Poor,Sports,High,7,Yes
78,85,25,11,43,A,24,Male,Single,0,College,Master's Degree,Uncle,Yes,2,Good,Socializing,Low,5,No
61,60,8,9,32,D,18,Female,Engaged,0,Bachelor's Degree,High School,Mother,Yes,9,Good,Watching TV,High,6,No
67,71,8,15,9,E,22,Female,Single,0,Master's Degree,College,Brother,No,0,Average,Socializing,High,6,No
97,76,25,18,19,B,23,Female,Married,4,High School,Master's Degree,Uncle,No,2,Good,Reading,High,2,Yes
67,60,8,9,29,D,18,Male,Married,2,College,College,Father,No,8,Average,Socializing,Moderate,0,No
97,94,17,8,28,C,18,Male,Married,1,Master's Degree,Bachelor's Degree,Sister,No,6,Poor,Sports,Moderate,4,No
83,80,25,24,39,A,24,Male,Engaged,0,Bachelor's Degree,High School,Uncle,Yes,1,Average,Reading,High,2,Yes
81,96,10,9,35,C,20,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Aunty,No,8,Good,Sports,Moderate,5,No
94,77,11,16,41,B,22,Male,Married,0,Bachelor's Degree,Master's Degree,Uncle,Yes,1,Good,Socializing,High,6,No
80,80,18,23,24,B,23,Male,Married,1,High School,Master's Degree,Sister,Yes,5,Poor,Socializing,Low,5,No
66,75,9,14,20,D,25,Female,Engaged,0,Bachelor's Degree,Master's Degree,Father,No,9,Good,Sports,Low,2,Yes
91,88,10,11,48,B,19,Male,Engaged,0,High School,Bachelor's Degree,Aunty,Yes,8,Poor,Reading,Low,2,Yes
83,96,23,13,17,C,23,Female,Single,0,Master's Degree,Doctorate,Uncle,No,4,Poor,Sports,High,1,Yes
86,88,8,19,29,C,20,Male,Married,5,High School,Doctorate,Father,No,8,Poor,Reading,High,0,No
85,98,23,25,27,A,22,Male,Single,0,Doctorate,Doctorate,Brother,Yes,8,Good,Sports,Moderate,2,No
94,95,15,20,50,A,19,Male,Single,0,College,Master's Degree,Brother,Yes,4,Poor,Watching TV,Moderate,7,Yes
60,73,19,8,19,D,23,Male,Engaged,0,Doctorate,Doctorate,Aunty,Yes,7,Poor,Watching TV,High,5,Yes
90,81,9,16,35,B,25,Male,Engaged,0,High School,Doctorate,Mother,No,7,Poor,Socializing,Moderate,1,No
79,94,25,19,50,A,21,Male,Engaged,0,College,Bachelor's Degree,Brother,No,8,Poor,Sports,Moderate,5,No
75,98,9,19,46,A,23,Male,Engaged,0,High School,Doctorate,Aunty,No,4,Poor,Sports,Low,7,Yes
99,97,18,23,38,A,21,Male,Single,0,High School,Master's Degree,Sister,Yes,4,Good,Watching TV,Moderate,6,No
74,66,12,12,20,D,20,Female,Married,0,Master's Degree,Master's Degree,Aunty,No,0,Good,Reading,High,5,Yes
84,87,22,13,17,C,24,Male,Married,4,Doctorate,Bachelor's Degree,Aunty,Yes,6,Good,Socializing,Moderate,4,Yes
87,78,23,23,26,A,18,Male,Engaged,0,Doctorate,Bachelor's Degree,Brother,No,3,Average,Watching TV,Low,1,Yes
61,65,17,8,19,D,21,Male,Single,0,Bachelor's Degree,Bachelor's Degree,Sister,No,0,Average,Reading,Low,1,Yes
75,60,22,15,10,D,21,Male,Engaged,0,Doctorate,College,Brother,No,9,Poor,Watching TV,Low,6,Yes
77,82,20,8,49,A,19,Female,Single,0,Doctorate,Doctorate,Mother,Yes,7,Average,Socializing,Low,2,Yes
75,78,16,19,43,A,23,Male,Married,0,Doctorate,Doctorate,Uncle,Yes,2,Poor,Watching TV,High,2,Yes
78,80,25,11,31,B,21,Female,Engaged,0,Doctorate,Master's Degree,Sister,No,1,Average,Watching TV,Low,2,Yes
82,90,9,18,48,A,18,Female,Single,0,Master's Degree,College,Aunty,Yes,1,Poor,Reading,Low,3,Yes
75,79,11,23,33,B,23,Male,Engaged,0,Master's Degree,Master's Degree,Father,Yes,4,Average,Reading,Moderate,0,No
85,80,11,20,47,A,19,Female,Married,3,Bachelor's Degree,High School,Uncle,No,7,Poor,Socializing,High,7,Yes
77,85,18,22,21,B,19,Female,Single,0,Doctorate,Master's Degree,Sister,No,2,Average,Reading,Low,4,No
85,87,25,21,30,A,18,Female,Married,0,College,High School,Sister,No,0,Poor,Reading,Moderate,1,No
88,78,25,12,36,A,18,Male,Single,0,College,Doctorate,Brother,No,6,Poor,Watching TV,Moderate,6,Yes
91,98,15,20,17,C,21,Female,Engaged,0,Master's Degree,College,Aunty,Yes,8,Average,Reading,Moderate,6,Yes
76,83,25,20,27,A,22,Female,Engaged,0,College,High School,Father,No,3,Average,Socializing,High,1,Yes
93,97,10,16,35,B,19,Female,Single,0,Master's Degree,College,Uncle,Yes,3,Average,Watching TV,Moderate,3,Yes
93,76,16,19,45,A,25,Female,Single,0,High School,College,Brother,No,9,Average,Watching TV,High,7,No
60,64,18,8,10,E,18,Female,Married,2,Master's Degree,Master's Degree,Mother,No,4,Average,Socializing,High,7,Yes
65,66,14,13,18,D,21,Female,Single,0,College,College,Brother,No,0,Poor,Watching TV,Moderate,7,Yes
96,87,11,18,21,C,23,Female,Married,4,Master's Degree,Bachelor's Degree,Sister,Yes,0,Average,Socializing,High,6,Yes
65,64,10,24,11,D,19,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Aunty,Yes,4,Good,Socializing,Moderate,5,Yes
77,77,12,19,40,A,23,Female,Married,1,Bachelor's Degree,Doctorate,Father,Yes,7,Average,Watching TV,High,1,Yes
79,79,20,15,15,C,21,Male,Single,0,High School,College,Uncle,Yes,0,Average,Sports,Moderate,2,No
89,96,17,12,35,B,20,Male,Engaged,0,Bachelor's Degree,Doctorate,Sister,Yes,3,Poor,Sports,High,0,Yes
75,94,23,11,30,B,22,Female,Engaged,0,College,College,Aunty,No,7,Good,Sports,High,7,No
67,65,16,18,10,D,23,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Uncle,No,9,Poor,Socializing,High,3,Yes
88,94,11,15,30,C,22,Male,Engaged,0,Doctorate,College,Uncle,Yes,1,Poor,Sports,Low,5,No
79,79,25,25,19,B,21,Female,Engaged,0,Doctorate,High School,Uncle,Yes,3,Poor,Watching TV,Low,0,No
78,79,21,19,14,C,24,Male,Married,5,College,High School,Sister,Yes,5,Average,Watching TV,Low,5,No
96,89,15,15,35,B,23,Female,Married,2,High School,Doctorate,Aunty,No,2,Average,Watching TV,Low,2,No
78,79,8,23,47,A,18,Male,Single,0,College,High School,Mother,No,5,Average,Socializing,High,0,Yes
84,95,25,18,49,A,19,Male,Married,3,Doctorate,Doctorate,Aunty,No,9,Good,Socializing,Low,6,Yes
75,85,18,13,23,C,21,Male,Married,1,Master's Degree,Doctorate,Father,No,4,Average,Socializing,High,6,No
84,76,18,12,28,C,18,Female,Engaged,0,Master's Degree,College,Father,No,5,Good,Watching TV,Moderate,4,Yes
95,91,14,25,20,C,19,Female,Engaged,0,Bachelor's Degree,Master's Degree,Brother,No,4,Poor,Socializing,Low,4,Yes
88,77,16,13,28,C,22,Female,Single,0,High School,Doctorate,Aunty,No,8,Average,Sports,High,6,No
77,93,25,25,9,C,25,Male,Engaged,0,Doctorate,Master's Degree,Mother,No,5,Poor,Reading,Moderate,6,No
77,81,22,14,39,A,24,Male,Engaged,0,Master's Degree,College,Aunty,Yes,3,Average,Socializing,Moderate,4,Yes
93,87,24,10,45,A,19,Male,Married,3,Bachelor's Degree,Master's Degree,Uncle,No,6,Poor,Watching TV,Low,7,No
82,84,9,12,45,B,23,Female,Engaged,0,Bachelor's Degree,Bachelor's Degree,Father,No,5,Average,Watching TV,High,7,No
86,82,13,11,42,B,22,Female,Engaged,0,Master's Degree,Doctorate,Brother,No,2,Poor,Reading,Moderate,6,No
96,82,13,9,28,C,21,Female,Engaged,0,Doctorate,Master's Degree,Brother,No,8,Poor,Watching TV,High,3,No
81,89,23,10,36,B,25,Female,Married,4,Doctorate,Doctorate,Sister,No,5,Good,Socializing,Low,0,Yes
74,69,16,8,13,E,19,Female,Married,0,Master's Degree,College,Uncle,Yes,2,Poor,Watching TV,Low,2,Yes
99,79,21,9,33,B,19,Male,Engaged,0,Master's Degree,College,Brother,Yes,7,Average,Watching TV,Low,5,Yes
71,67,19,10,14,D,24,Female,Engaged,0,Doctorate,Bachelor's Degree,Mother,No,8,Average,Reading,Low,1,Yes
98,86,23,23,45,A,21,Female,Engaged,0,High School,Master's Degree,Father,No,5,Poor,Sports,Moderate,2,Yes
71,62,15,11,23,D,20,Male,Engaged,0,Doctorate,Doctorate,Sister,Yes,8,Poor,Watching TV,Low,2,Yes
76,81,15,21,41,A,21,Female,Married,4,Master's Degree,High School,Aunty,No,3,Good,Sports,Low,3,No
99,97,22,12,26,B,20,Female,Married,2,College,Doctorate,Sister,Yes,2,Good,Sports,High,2,No
68,72,14,22,13,D,24,Male,Engaged,0,High School,High School,Father,No,9,Average,Sports,High,7,Yes
83,95,8,22,23,C,22,Female,Married,2,Bachelor's Degree,High School,Aunty,No,5,Poor,Socializing,Low,1,No
77,93,17,24,9,C,18,Female,Single,0,College,College,Mother,Yes,8,Average,Watching TV,Low,3,Yes
79,95,24,18,8,C,21,Male,Engaged,0,College,Bachelor's Degree,Sister,No,0,Good,Reading,Moderate,1,No
29,27,10,10,8,F,22,Male,Single,0,Master's Degree,College,Brother,Yes,9,Good,Watching TV,Low,0,Yes
82,90,10,8,33,C,23,Male,Single,0,High School,Bachelor's Degree,Brother,Yes,6,Good,Reading,High,6,No
87,93,11,25,31,B,21,Female,Married,3,High School,Doctorate,Sister,Yes,8,Poor,Watching TV,Moderate,0,Yes
88,80,8,12,39,C,18,Male,Married,3,Bachelor's Degree,High School,Aunty,No,0,Good,Socializing,High,2,Yes
77,86,24,8,46,A,22,Female,Married,3,Master's Degree,Master's Degree,Mother,Yes,1,Good,Sports,High,5,Yes
89,78,18,10,33,B,19,Male,Single,0,College,Doctorate,Mother,No,8,Average,Socializing,Low,5,No
60,73,11,21,16,D,22,Male,Single,0,High School,High School,Aunty,Yes,5,Poor,Sports,Moderate,3,Yes
76,82,25,16,49,A,24,Female,Engaged,0,Bachelor's Degree,High School,Mother,No,6,Good,Sports,High,4,No
69,72,8,13,10,E,24,Male,Married,3,High School,Bachelor's Degree,Sister,No,6,Poor,Reading,Moderate,6,Yes
87,76,8,24,46,A,23,Female,Single,0,College,Doctorate,Aunty,Yes,5,Average,Socializing,High,0,Yes
88,83,14,23,31,B,18,Male,Married,0,Doctorate,Bachelor's Degree,Uncle,No,1,Poor,Sports,Moderate,6,Yes
76,97,11,24,33,B,25,Male,Single,0,Master's Degree,Bachelor's Degree,Brother,No,5,Good,Reading,Low,2,Yes
78,76,20,19,32,A,24,Female,Engaged,0,Master's Degree,High School,Father,Yes,1,Average,Watching TV,Moderate,4,Yes
80,78,19,20,49,A,25,Female,Married,0,Doctorate,Bachelor's Degree,Sister,No,0,Poor,Watching TV,Moderate,1,No
87,96,18,8,50,A,20,Female,Single,0,Doctorate,Bachelor's Degree,Uncle,Yes,9,Good,Reading,High,3,Yes
80,79,18,23,44,A,19,Female,Single,0,Doctorate,Master's Degree,Uncle,Yes,2,Poor,Reading,Moderate,2,Yes
83,98,22,18,23,B,22,Female,Married,1,Doctorate,Bachelor's Degree,Sister,No,6,Average,Socializing,Moderate,5,No
91,99,22,15,45,A,25,Male,Married,3,Master's Degree,College,Sister,No,8,Poor,Watching TV,High,0,Yes
83,88,25,24,20,B,18,Male,Married,2,College,Doctorate,Mother,Yes,9,Good,Watching TV,Moderate,1,No
62,70,8,16,25,D,25,Female,Engaged,0,High School,High School,Mother,No,9,Average,Socializing,High,6,No
96,90,10,20,36,B,21,Male,Engaged,0,Doctorate,High School,Aunty,No,9,Poor,Socializing,High,0,Yes
91,91,12,18,35,B,21,Male,Single,0,College,Doctorate,Brother,Yes,7,Poor,Socializing,Low,2,No
70,69,9,20,20,D,23,Male,Engaged,0,High School,Bachelor's Degree,Sister,No,3,Average,Reading,Moderate,4,No
67,66,12,22,15,D,21,Male,Engaged,0,Bachelor's Degree,College,Uncle,Yes,4,Poor,Sports,Low,6,No
70,61,13,12,10,E,24,Male,Married,1,Bachelor's Degree,Bachelor's Degree,Aunty,No,2,Good,Watching TV,High,3,Yes
80,91,20,9,25,C,21,Female,Single,0,High School,Master's Degree,Uncle,Yes,8,Good,Sports,Low,2,No
85,84,11,23,29,B,22,Male,Married,4,High School,High School,Sister,Yes,9,Average,Watching TV,Moderate,5,No
74,68,9,19,11,E,21,Female,Engaged,0,High School,Master's Degree,Sister,Yes,5,Good,Socializing,Low,1,No
77,98,14,13,37,B,22,Female,Single,0,High School,Bachelor's Degree,Aunty,Yes,6,Average,Sports,High,7,No
86,95,18,18,47,A,20,Female,Single,0,Doctorate,Doctorate,Mother,No,7,Average,Sports,Low,7,Yes
